"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"pasat_pasatscore2","paced_auditory_serial_addition_test_pasat",,"text","Pasat Score2",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatscore3","paced_auditory_serial_addition_test_pasat",,"text","Pasat Score3",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatwrong","paced_auditory_serial_addition_test_pasat",,"text","Pasat Wrong",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatwrong1","paced_auditory_serial_addition_test_pasat",,"text","Pasat Wrong1",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatwrong2","paced_auditory_serial_addition_test_pasat",,"text","Pasat Wrong2",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatwrong3","paced_auditory_serial_addition_test_pasat",,"text","Pasat Wrong3",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatna","paced_auditory_serial_addition_test_pasat",,"text","Pasat NA",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatna1","paced_auditory_serial_addition_test_pasat",,"text","Pasat NA1",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatna2","paced_auditory_serial_addition_test_pasat",,"text","Pasat NA2",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatna3","paced_auditory_serial_addition_test_pasat",,"text","Pasat NA3",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_pasatquittime","paced_auditory_serial_addition_test_pasat",,"text","PasatQuittime",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_anxpre","paced_auditory_serial_addition_test_pasat",,"text","AnxPre",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_happre","paced_auditory_serial_addition_test_pasat",,"text","HapPre",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_conpre","paced_auditory_serial_addition_test_pasat",,"text","ConPre",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_dispre","paced_auditory_serial_addition_test_pasat",,"text","DisPre",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_frupre","paced_auditory_serial_addition_test_pasat",,"text","FruPre",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_irrpre","paced_auditory_serial_addition_test_pasat",,"text","IrrPre",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_anxexp","paced_auditory_serial_addition_test_pasat",,"text","AnxExp",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_hapexp","paced_auditory_serial_addition_test_pasat",,"text","HapExp",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_conexp","paced_auditory_serial_addition_test_pasat",,"text","ConExp",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_disexp","paced_auditory_serial_addition_test_pasat",,"text","DisExp",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_fruexp","paced_auditory_serial_addition_test_pasat",,"text","FruExp",,,"number",,,,"[pasat_missing] != '1'",,,,,
"pasat_irrexp","paced_auditory_serial_addition_test_pasat",,"text","IrrExp",,,"number",,,,"[pasat_missing] != '1'",,,,,
"cnp_missing","cnp_summary",,"yesno","Is this record permanently missing?",,"Select ""Yes"" if this instrument was not collected, was lost, or is otherwise permanently missing. Set to ""No"" or leave unset if this record exists.",,,,,,,,,,
"cnp_missing_why","cnp_summary",,"dropdown","Why is this record permanently missing?","NOT_COLLECTED, Data were not collected | OTHER, Other",,,,,,"[cnp_missing] = '1'","y",,,,
"cnp_missing_why_other","cnp_summary",,"notes","What is the ""Other"" reason why this record is missing?",,,,,,"y","[cnp_missing_why] = 'OTHER'","y",,,,
"cnp_datasetid","cnp_summary","DO NOT ENTER DATA IN THIS FORM  It is filled automatically based on data imported from the WebCNP server at U Penn","text","WebCNP Dataset ID",,"Dataset ID of this subject/visit in the data imported from UPenn",,,,"y","[cnp_missing] != '1'",,"LV",,,
"cnp_test_sessions_gender","cnp_summary",,"text","Gender of participant",,,,,,,"[cnp_missing] != '1'",,,,,
"cnp_test_sessions_dob","cnp_summary",,"text","Date of Birth of participant",,,"date_ymd",,,"y","[cnp_missing] != '1'",,,,,
"cnp_test_sessions_dotest","cnp_summary",,"text","Date of Test",,,"date_ymd",,,"y","[cnp_missing] != '1'",,,,,
"cnp_age","cnp_summary",,"text","Age at WebCNP",,"Subject age at time of test","number",0,,,"[cnp_missing] != '1'",,,,,
"cnp_instruments","cnp_summary",,"checkbox","Instrument Summary","testsessions, Test Session Summary | cpf, Penn Facial Memory Test (CPF) | cpfd, Penn Facial Memory Test Delayed Version (CPFD) | cpw, Penn Word Memory Test (CPW) | cpwd, Penn Word Memory Test Delayed Version (CPWD) | medf36, Measured Emotion Differentiation Task 36 Items (MEDF36) | er40d, Emotion Recognition Task Form D 40 Items (ER40D) | mpract, Motor Praxis Test (MPRACT) | pcet, Penn Conditional Exclusion Test Form A (PCET) | pmat24a, Penn Matrix Analysis Test Form A 24 Items (PMAT24A) | pvoc, Penn Vocabulary Test (PVOC) | pvrt, Penn Logical Reasoning Test Short Version (PVRT) | sfnb2, Short Fractalnback 2 Back Version (SFNB2) | shortvolt, Visual Object Learning Test Short Version (SHORTVOLT) | spcptnl, Short Penn Continuous Performance Task Number Letter Version (SPCPTNL) | svdelay, Visual Object Learning Test Delayed Short Version (SVDELAY)","Checklist of instruments available for this subject/visit",,,,,"[cnp_missing] != '1'",,"LV",,,
"cnp_mpract_starttime","cnp_summary","Motor Praxis Test (MPRACT)","text","Start date and time",,"Local time-of-day when test was started",,,,"y","[cnp_instruments(mpract)]='1'",,,,,
"cnp_mpract_mp1rt","cnp_summary",,"text","Median Response Time for Mouse Praxis Trial 1 (ms)",,,"number",,,,"[cnp_instruments(mpract)]='1'",,,,,
"cnp_mpract_mp2","cnp_summary",,"text","Mouse Praxis Correct Responses Trial 2",,,"number",,,,"[cnp_instruments(mpract)]='1'",,,,,
"cnp_mpract_mp2rtcr","cnp_summary",,"text","Median Response Time for Mouse Praxis Trial 2 Correct Responses (ms)",,,"number",,,,"[cnp_instruments(mpract)]='1'",,,,,
"cnp_mpract_mp2rtcr_zscore","cnp_summary",,"text","Median Response Time for Mouse Praxis Trial 2 Correct Responses, z-score",,,"number",,,,"[cnp_instruments(mpract)]='1'",,,,,
"cnp_cpf_cpftp","cnp_summary","Penn Facial Memory Test (CPF)","text","CPF True Positives",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_cpftn","cnp_summary",,"text","CPF True Negatives",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_cpffp","cnp_summary",,"text","CPF False Positives",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_cpffn","cnp_summary",,"text","CPF False Negatives",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_cpftprt","cnp_summary",,"text","CPF True Positives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_cpftnrt","cnp_summary",,"text","CPF True Negatives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_cpffprt","cnp_summary",,"text","CPF False Positives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_cpffnrt","cnp_summary",,"text","CPF False Negatives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_ifac_tot","cnp_summary",,"text","CPF Total Correct Responses",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_ifac_tot_zscore","cnp_summary",,"text","CPF Total Correct Responses, z-score",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_ifac_rtc","cnp_summary",,"text","CPF Median Total Correct Response Time (ms)",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpf_ifac_rtc_zscore","cnp_summary",,"text","CPF Median Total Correct Response Time, z-score",,,"number",,,,"[cnp_instruments(cpf)]='1'",,,,,
"cnp_cpw_cpwtp","cnp_summary","Penn Word Memory Test (CPW)","text","CPW True Positive Responses",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_cpwtn","cnp_summary",,"text","CPW True Negative Responses",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_cpwfp","cnp_summary",,"text","CPW False Positive Responses",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_cpwfn","cnp_summary",,"text","CPW False Negative Responses",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_cpwtprt","cnp_summary",,"text","Median Response Time for CPW True Positive Responses (ms)",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_cpwtnrt","cnp_summary",,"text","Median Response Time for CPW True Negative Responses (ms)",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_cpwfprt","cnp_summary",,"text","Median Response Time for CPW False Positive Responses (ms)",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_cpwfnrt","cnp_summary",,"text","Median Response Time for CPW False Negative Responses (ms)",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_iwrd_tot","cnp_summary",,"text","CPW Total Correct Responses",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_iwrd_tot_zscore","cnp_summary",,"text","CPW Total Correct Responses, z-score",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_iwrd_rtc","cnp_summary",,"text","Median Response Time for CPW Total Correct Responses (ms)",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_cpw_iwrd_rtc_zscore","cnp_summary",,"text","Median Response Time for CPW Total Correct Responses, z-score",,,"number",,,,"[cnp_instruments(cpw)]='1'",,,,,
"cnp_spcptnl_scpn_tp","cnp_summary","Short Penn Continuous Performance Task Number Letter Version (SPCPTNL)","text","NumLet True Positive Responses for Number Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpn_fp","cnp_summary",,"text","NumLet False Positive Responses for Number Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpn_tn","cnp_summary",,"text","NumLet True Negative Responses for Number Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpn_fn","cnp_summary",,"text","NumLet False Negative Responses for Number Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpn_tprt","cnp_summary",,"text","Median Response Time for NumLet True Positive Responses for Number Trials (ms)",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpn_fprt","cnp_summary",,"text","Median Response Time for NumLet False Positive Responses for Number Trials (ms)",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpl_tp","cnp_summary",,"text","NumLet True Positive Responses for Letter Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpl_fp","cnp_summary",,"text","NumLet False Positive Responses for Letter Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpl_tn","cnp_summary",,"text","NumLet True Negative Responses for Letters Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpl_fn","cnp_summary",,"text","NumLet False Negative Responses for Letters Trials",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpl_tprt","cnp_summary",,"text","Median Response Time for NumLet True Positive Responses for Letter Trials (ms)",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpl_fprt","cnp_summary",,"text","Median Response Time for NumLet False Positive Responses for Letter Trials (ms)",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_tp","cnp_summary",,"text","NumLet CPT True Positives - Sum of CPN_TP and CPL_TP",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_tp_zscore","cnp_summary",,"text","NumLet CPT True Positives, z-score",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_fp","cnp_summary",,"text","NumLet CPT False Positives - Sum of CPN_FP and CPL_FP",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_tn","cnp_summary",,"text","NumLet CPT True Negatives - Sum of SCPN_TN and SCPL_TN",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_fn","cnp_summary",,"text","NumLet CPT False Negatives - Sum of SCPN_FN and SCPL_FN",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_tprt","cnp_summary",,"text","Median Response Time for NumLet True Positive Responses (ms)",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_tprt_zscore","cnp_summary",,"text","Median Response Time for NumLet True Positive Responses, z-score",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_fprt","cnp_summary",,"text","Median Response Time for NumLet False Positive Responses (ms)",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_lrnr","cnp_summary",,"text","NumLet CPT Longest Run of Non-Responses",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_spcptnl_scpt_frnr","cnp_summary",,"text","NumLet CPT Final Run of Non-Responses",,,"number",,,,"[cnp_instruments(spcptnl)]='1'",,,,,
"cnp_sfnb2_sfnb_tp","cnp_summary","Short Fractalnback 2 Back Version (SFNB2)","text","SFNB2 True Positive Responses",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_fp","cnp_summary",,"text","SFNB2 False Positive Responses",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_rtc","cnp_summary",,"text","SFNB2 Median Response Time for All Correct Responses (ms)",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_tp0","cnp_summary",,"text","SFNB2 True Positive Responses for 0-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_fp0","cnp_summary",,"text","SFNB2 False Positive Responses for 0-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_rtc0","cnp_summary",,"text","SFNB2 Median Response Time for Correct 0-Back Trials (ms)",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_tp1","cnp_summary",,"text","SFNB2 True Positive Responses for 1-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_fp1","cnp_summary",,"text","SFNB2 False Positive Responses for 1-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_rtc1","cnp_summary",,"text","SFNB2 Median Response Time for Correct 1-Back Trials (ms)",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_tp2","cnp_summary",,"text","SFNB2 True Positive Responses for 2-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_fp2","cnp_summary",,"text","SFNB2 False Positive Responses for 2-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_tn0","cnp_summary",,"text","SFNB2 True Negative Responses for 0-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_tn1","cnp_summary",,"text","SFNB2 True Negative Responses for 1-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_tn2","cnp_summary",,"text","SFNB2 True Negative Responses for 2-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_fn1","cnp_summary",,"text","SFNB2 False Negative Responses for 1-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_fn2","cnp_summary",,"text","SFNB2 False Negative Responses for 2-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_rtc2","cnp_summary",,"text","SFNB2 Median Response Time for Correct 2-Back Trials (ms)",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_mcr","cnp_summary",,"text","SFNB2 True Positive Reponses for 1-Back and 2-Back Trials",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_mrtc","cnp_summary",,"text","SFNB2 Mean of Median RT for True Positive Responses for 1-Back and for 2-Back Trials (ms)",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_mrt","cnp_summary",,"text","SFNB Median RT for all Positive 1-Back and for 2-Back Trials (ms)",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_sfnb2_sfnb_meff","cnp_summary",,"text","SFNB Efficiency for Correct 1-Back and 2-Back Trials = SFNB_MCR/log(SFNB_MRTC)",,,"number",,,,"[cnp_instruments(sfnb2)]='1'",,,,,
"cnp_pmat24a_pmat24_a_cr","cnp_summary","Penn Matrix Analysis Test Form A 24 Items (PMAT24A)","text","PMAT24 Correct Responses for Form A",,,"number",,,,"[cnp_instruments(pmat24a)]='1'",,,,,
"cnp_pmat24a_pmat24_a_cr_zscore","cnp_summary",,"text","PMAT24 Correct Responses for Form A, z-score",,,"number",,,,"[cnp_instruments(pmat24a)]='1'",,,,,
"cnp_pmat24a_pmat24_a_si","cnp_summary",,"text","PMAT24 Total Skipped Items (items not presented because maximum errors allowed reached) for Form A",,,"number",,,,"[cnp_instruments(pmat24a)]='1'",,,,,
"cnp_pmat24a_pmat24_a_rtcr","cnp_summary",,"text","Median Response Time for Correct PMAT24 Responses (ms) for Form A",,,"number",,,,"[cnp_instruments(pmat24a)]='1'",,,,,
"cnp_pmat24a_pmat24_a_rtcr_zscore","cnp_summary",,"text","Median Response Time for Correct PMAT24 Responses for Form A, z-score",,,"number",,,,"[cnp_instruments(pmat24a)]='1'",,,,,
"cnp_pmat24a_pmat24_a_rter","cnp_summary",,"text","Median Response Time for Incorrect PMAT24 Responses (ms) for Form A",,,"number",,,,"[cnp_instruments(pmat24a)]='1'",,,,,
"cnp_pmat24a_pmat24_a_rtto","cnp_summary",,"text","Median Resposne Time for All PMAT24 Responses (ms) for Form A",,,"number",,,,"[cnp_instruments(pmat24a)]='1'",,,,,
"cnp_cpfd_cpfdtp","cnp_summary","Penn Facial Memory Test Delayed Version (CPFD)","text","CPFD True Positives",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_cpfdtn","cnp_summary",,"text","CPFD True Negatives",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_cpfdfp","cnp_summary",,"text","CPFD False Positives",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_cpfdfn","cnp_summary",,"text","CPFD False Negatives",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_cpfdtprt","cnp_summary",,"text","CPFD True Positives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_cpfdtnrt","cnp_summary",,"text","CPFD True Negatives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_cpfdfprt","cnp_summary",,"text","CPFD False Positives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_cpfdfnrt","cnp_summary",,"text","CPFD False Negatives Median Response Time (ms)",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_dfac_tot","cnp_summary",,"text","CPFD Total Correct Responses",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpfd_dfac_rtc","cnp_summary",,"text","CPFD Median Total Correct Response Time (ms)",,,"number",,,,"[cnp_instruments(cpfd)]='1'",,,,,
"cnp_cpwd_cpwdtp","cnp_summary","Penn Word Memory Test Delayed Version (CPWD)","text","CPWD True Positive Responses",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_cpwdtn","cnp_summary",,"text","CPWD True Negative Responses",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_cpwdfp","cnp_summary",,"text","CPWD False Positive Responses",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_cpwdfn","cnp_summary",,"text","CPWD False Negative Responses",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_cpwdtprt","cnp_summary",,"text","Median Response Time for CPWD True Positive Responses (ms)",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_cpwdtnrt","cnp_summary",,"text","Median Response Time for CPWD True Negative Responses (ms)",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_cpwdfprt","cnp_summary",,"text","Median Response Time for CPWD False Positive Responses (ms)",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_cpwdfnrt","cnp_summary",,"text","Median Response Time for CPWD False Negative Responses (ms)",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_dwrd_tot","cnp_summary",,"text","CPWD Total Correct Responses",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_cpwd_dwrd_rtc","cnp_summary",,"text","Median Response Time for CPWD Total Correct Responses (ms)",,,"number",,,,"[cnp_instruments(cpwd)]='1'",,,,,
"cnp_shortvolt_svt","cnp_summary","Visual Object Learning Test Short Version (SHORTVOLT)","text","SVOLT Total Correct",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svt_zscore","cnp_summary",,"text","SVOLT Total Correct, z-score",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtrt","cnp_summary",,"text","Median Response Time for Short VOLT All Responses (ms)",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtcrt","cnp_summary",,"text","Median Response Time for SVOLT Correct Responses (ms)",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtcrt_zscore","cnp_summary",,"text","Median Response Time for SVOLT Correct Responses, z-score",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtirt","cnp_summary",,"text","Median Response Time for SVOLT Incorrect Responses (ms)",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svttp","cnp_summary",,"text","SVOLT True Positive Responses",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svttn","cnp_summary",,"text","SVOLT True Negative Responses",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtfp","cnp_summary",,"text","SVOLT False Positive Responses",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtfn","cnp_summary",,"text","SVOLT False Negative Responses",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svttprt","cnp_summary",,"text","SVOLT True Positive Median Response Time (ms)",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svttnrt","cnp_summary",,"text","SVOLT True Negative Median Response Time (ms)",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtfprt","cnp_summary",,"text","SVOLT False Positive Median Response Time (ms)",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svtfnrt","cnp_summary",,"text","SVOLT False Negative Median Response Time (ms)",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_shortvolt_svt_eff","cnp_summary",,"text","Short VOLT Efficiency",,,"number",,,,"[cnp_instruments(shortvolt)]='1'",,,,,
"cnp_er40d_er40_cr","cnp_summary","Emotion Recognition Task Form D 40 Items (ER40D)","text","ER40 Correct Responses",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_cr_zscore","cnp_summary",,"text","ER40 Correct Responses, z-score",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_crt","cnp_summary",,"text","ER40 Correct Responses Median Response Time (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_crt_zscore","cnp_summary",,"text","ER40 Correct Responses Median Response Time, z-score",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fc","cnp_summary",,"text","ER40 Correct Female Identifications",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_mc","cnp_summary",,"text","ER40 Correct Male Identifications",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40fcrt","cnp_summary",,"text","ER40 Correct Female Identifications Median Response Time (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40mcrt","cnp_summary",,"text","ER40 Correct Male Identifications Median Response Time (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40ang","cnp_summary",,"text","ER40 Correct Anger Identifications",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40fear","cnp_summary",,"text","ER40 Correct Fear Identifications",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40hap","cnp_summary",,"text","ER40 Correct Happy Identifications",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40noe","cnp_summary",,"text","ER40 Correct No Emotion Identifications",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40sad","cnp_summary",,"text","ER40 Correct Sad Identifications",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fpa","cnp_summary",,"text","ER40 False Positive Anger Responses",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fpf","cnp_summary",,"text","ER40 False Positive Fear Responses",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fph","cnp_summary",,"text","ER40 False Positive Happy Responses",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fpn","cnp_summary",,"text","ER40 False Positive No Emotion Responses",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40_fps","cnp_summary",,"text","ER40 False Positive Sad Responses",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
"cnp_er40d_er40angrt","cnp_summary",,"text","Median Response Time for ER40 Correct Anger Identifications (ms)",,,"number",,,,"[cnp_instruments(er40d)]='1'",,,,,
