"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"lssaga1_youth_mj10ctrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10ctrue",,,,,,,,,,,,
"lssaga1_youth_mj11atrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11atrue",,,,,,,,,,,,
"lssaga1_youth_mj11ctrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11ctrue",,,,,,,,,,,,
"lssaga1_youth_mj12btrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj12btrue",,,,,,,,,,,,
"lssaga1_youth_mj13atrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj13atrue",,,,,,,,,,,,
"lssaga1_youth_mj14true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj14true",,,,,,,,,,,,
"lssaga1_youth_mj16true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj16true",,,,,,,,,,,,
"lssaga1_youth_mj17atrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj17atrue",,,,,,,,,,,,
"lssaga1_youth_mjequation","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mjequation",,,,,,,,,,,,
"lssaga1_youth_mj5translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj5translate",,,,,,,,,,,,
"lssaga1_youth_mj6a1translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a1translate",,,,,,,,,,,,
"lssaga1_youth_mj6a3translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a3translate",,,,,,,,,,,,
"lssaga1_youth_mj6a4translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a4translate",,,,,,,,,,,,
"lssaga1_youth_mj6a5translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a5translate",,,,,,,,,,,,
"lssaga1_youth_mj7translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7translate",,,,,,,,,,,,
"lssaga1_youth_mj7atranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7atranslate",,,,,,,,,,,,
"lssaga1_youth_mj8translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj8translate",,,,,,,,,,,,
"lssaga1_youth_mj9translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj9translate",,,,,,,,,,,,
"lssaga1_youth_mj10btranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10btranslate",,,,,,,,,,,,
"lssaga1_youth_mj10ctranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10ctranslate",,,,,,,,,,,,
"lssaga1_youth_mj11atranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11atranslate",,,,,,,,,,,,
"lssaga1_youth_mj11ctranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11ctranslate",,,,,,,,,,,,
"lssaga1_youth_mj12btranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj12btranslate",,,,,,,,,,,,
"lssaga1_youth_mj13atranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj13atranslate",,,,,,,,,,,,
"lssaga1_youth_mj14translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj14translate",,,,,,,,,,,,
"lssaga1_youth_mj16translate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj16translate",,,,,,,,,,,,
"lssaga1_youth_mj17atranslate","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj17atranslate",,,,,,,,,,,,
"lssaga1_youth_mj19_text","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19_text",,,,,,,,,,,,
"lssaga1_youth_mj19ageons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19ageons",,,,,,,,,,,,
"lssaga1_youth_mj19ons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19ons",,,,,,,,,,,,
"lssaga1_youth_mj19agerec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19agerec",,,,,,,,,,,,
"lssaga1_youth_mj19rec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19rec",,,,,,,,,,,,
"lssaga1_youth_mj19a","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19a",,,,,,,,,,,,
"lssaga1_youth_mj5yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj5yrcl",,,,,,,,,,,,
"lssaga1_youth_mj6a1yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a1yrcl",,,,,,,,,,,,
"lssaga1_youth_mj6a3yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a3yrcl",,,,,,,,,,,,
"lssaga1_youth_mj6a4yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a4yrcl",,,,,,,,,,,,
"lssaga1_youth_mj6a5yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a5yrcl",,,,,,,,,,,,
"lssaga1_youth_mj7yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7yrcl",,,,,,,,,,,,
"lssaga1_youth_mj7ayrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7ayrcl",,,,,,,,,,,,
"lssaga1_youth_mj8yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj8yrcl",,,,,,,,,,,,
"lssaga1_youth_mj8byrcl_dsm","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj8byrcl_dsm",,,,,,,,,,,,
"lssaga1_youth_mj9yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj9yrcl",,,,,,,,,,,,
"lssaga1_youth_mj10byrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10byrcl",,,,,,,,,,,,
"lssaga1_youth_mj10cyrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10cyrcl",,,,,,,,,,,,
"lssaga1_youth_mj11ayrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11ayrcl",,,,,,,,,,,,
"lssaga1_youth_mj11cyrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11cyrcl",,,,,,,,,,,,
"lssaga1_youth_mj12byrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj12byrcl",,,,,,,,,,,,
"lssaga1_youth_mj13ayrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj13ayrcl",,,,,,,,,,,,
"lssaga1_youth_mj14yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj14yrcl",,,,,,,,,,,,
"lssaga1_youth_mj16yrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj16yrcl",,,,,,,,,,,,
"lssaga1_youth_mj17ayrcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj17ayrcl",,,,,,,,,,,,
"lssaga1_youth_mj5yrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj5yrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj61yrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj61yrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj7yrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7yrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj7ayrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7ayrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj8yrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj8yrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj9yrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj9yrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj10byrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10byrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj10cyrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10cyrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj11ayrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11ayrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj11cyrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11cyrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj12byrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj12byrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj13ayrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj13ayrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj14yrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj14yrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj16yrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj16yrcltrue",,,,,,,,,,,,
"lssaga1_youth_mj17ayrcltrue","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj17ayrcltrue",,,,,,,,,,,,
"lssaga1_youth_mjequation2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mjequation2",,,,,,,,,,,,
"lssaga1_youth_mj19cageons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19cageons",,,,,,,,,,,,
"lssaga1_youth_mj19cons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19cons",,,,,,,,,,,,
"lssaga1_youth_mj19cagerec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19cagerec",,,,,,,,,,,,
"lssaga1_youth_mj19crec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19crec",,,,,,,,,,,,
"lssaga1_youth_mj19c3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj19c3",,,,,,,,,,,,
"lssaga1_youth_mj5mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj5mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj6a1mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a1mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj6a3mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a3mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj6a4mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a4mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj6a5mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj6a5mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj7mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj7amnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj7amnthcl",,,,,,,,,,,,
"lssaga1_youth_mj8mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj8mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj9mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj9mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj10bmnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10bmnthcl",,,,,,,,,,,,
"lssaga1_youth_mj10cmnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj10cmnthcl",,,,,,,,,,,,
"lssaga1_youth_mj11amnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11amnthcl",,,,,,,,,,,,
"lssaga1_youth_mj11cmnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj11cmnthcl",,,,,,,,,,,,
"lssaga1_youth_mj12bmnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj12bmnthcl",,,,,,,,,,,,
"lssaga1_youth_mj13amnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj13amnthcl",,,,,,,,,,,,
"lssaga1_youth_mj14mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj14mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj16mnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj16mnthcl",,,,,,,,,,,,
"lssaga1_youth_mj17amnthcl","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj17amnthcl",,,,,,,,,,,,
"lssaga1_youth_mj22","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22",,,,,,,,,,,,
"lssaga1_youth_mj22a","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22a",,,,,,,,,,,,
"lssaga1_youth_mj22_a1a_1_mj22frommnth1","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a1a_1_mj22frommnth1",,,,,,,,,,,,
"lssaga1_youth_mj22_a1a_1_mj22fromyr1","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a1a_1_mj22fromyr1",,,,,,,,,,,,
"lssaga1_youth_mj22_a1b_1_mj22tomnth1","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a1b_1_mj22tomnth1",,,,,,,,,,,,
"lssaga1_youth_mj22_a1b_1_mj22toyr1","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a1b_1_mj22toyr1",,,,,,,,,,,,
"lssaga1_youth_mj22_a2a_1_mj22frommnth2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a2a_1_mj22frommnth2",,,,,,,,,,,,
"lssaga1_youth_mj22_a2a_1_mj22fromyr2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a2a_1_mj22fromyr2",,,,,,,,,,,,
"lssaga1_youth_mj22_a2b_1_mj22tomnth2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a2b_1_mj22tomnth2",,,,,,,,,,,,
"lssaga1_youth_mj22_a2b_1_mj22toyr2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a2b_1_mj22toyr2",,,,,,,,,,,,
"lssaga1_youth_mj22_a3a_1_mj22frommnth3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a3a_1_mj22frommnth3",,,,,,,,,,,,
"lssaga1_youth_mj22_a3a_1_mj22fromyr3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a3a_1_mj22fromyr3",,,,,,,,,,,,
"lssaga1_youth_mj22_a3b_1_mj22tomnth3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a3b_1_mj22tomnth3",,,,,,,,,,,,
"lssaga1_youth_mj22_a3b_1_mj22toyr3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a3b_1_mj22toyr3",,,,,,,,,,,,
"lssaga1_youth_mj22_a4a_1_mj22frommnth4","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a4a_1_mj22frommnth4",,,,,,,,,,,,
"lssaga1_youth_mj22_a4a_1_mj22fromyr4","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a4a_1_mj22fromyr4",,,,,,,,,,,,
"lssaga1_youth_mj22_a4b_1_mj22tomnth4","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a4b_1_mj22tomnth4",,,,,,,,,,,,
"lssaga1_youth_mj22_a4b_1_mj22toyr4","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj22_a4b_1_mj22toyr4",,,,,,,,,,,,
"lssaga1_youth_mj23","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23",,,,,,,,,,,,
"lssaga1_youth_mj23a_mj23a1","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a_mj23a1",,,,,,,,,,,,
"lssaga1_youth_mj23a_mj23a2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a_mj23a2",,,,,,,,,,,,
"lssaga1_youth_mj23a_mj23a3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a_mj23a3",,,,,,,,,,,,
"lssaga1_youth_mj23a_mj23a4","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a_mj23a4",,,,,,,,,,,,
"lssaga1_youth_mj23a_mj23a5","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a_mj23a5",,,,,,,,,,,,
"lssaga1_youth_mj23a_mj23a6","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a_mj23a6",,,,,,,,,,,,
"lssaga1_youth_mj23a6_specify","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a6_specify",,,,,,,,,,,,
"lssaga1_youth_mj23ageons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23ageons",,,,,,,,,,,,
"lssaga1_youth_mj23ons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23ons",,,,,,,,,,,,
"lssaga1_youth_mj23agerec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23agerec",,,,,,,,,,,,
"lssaga1_youth_mj23rec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23rec",,,,,,,,,,,,
"lssaga1_youth_mj23a1true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a1true",,,,,,,,,,,,
"lssaga1_youth_mj23a2true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a2true",,,,,,,,,,,,
"lssaga1_youth_mj23a3true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a3true",,,,,,,,,,,,
"lssaga1_youth_mj23a4true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a4true",,,,,,,,,,,,
"lssaga1_youth_mj23a5true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a5true",,,,,,,,,,,,
"lssaga1_youth_mj23a6true","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23a6true",,,,,,,,,,,,
"lssaga1_youth_mjequation3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mjequation3",,,,,,,,,,,,
"lssaga1_youth_mj23c","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23c",,,,,,,,,,,,
"lssaga1_youth_mj23_text","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj23_text",,,,,,,,,,,,
"lssaga1_youth_mj24","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24",,,,,,,,,,,,
"lssaga1_youth_mj24a_mj24a1","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24a_mj24a1",,,,,,,,,,,,
"lssaga1_youth_mj24a_mj24a2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24a_mj24a2",,,,,,,,,,,,
"lssaga1_youth_mj24a_mj24a3","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24a_mj24a3",,,,,,,,,,,,
"lssaga1_youth_mj24a_mj24a4","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24a_mj24a4",,,,,,,,,,,,
"lssaga1_youth_mj24a_mj24a5","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24a_mj24a5",,,,,,,,,,,,
"lssaga1_youth_mj24a_mj24a6","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24a_mj24a6",,,,,,,,,,,,
"lssaga1_youth_mj24a6_specify","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24a6_specify",,,,,,,,,,,,
"lssaga1_youth_mj24bageons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24bageons",,,,,,,,,,,,
"lssaga1_youth_mj24bons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24bons",,,,,,,,,,,,
"lssaga1_youth_mj24bagerec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24bagerec",,,,,,,,,,,,
"lssaga1_youth_mj24brec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24brec",,,,,,,,,,,,
"lssaga1_youth_mj24c","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24c",,,,,,,,,,,,
"lssaga1_youth_mj24d","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24d",,,,,,,,,,,,
"lssaga1_youth_mj24dageons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24dageons",,,,,,,,,,,,
"lssaga1_youth_mj24dons","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24dons",,,,,,,,,,,,
"lssaga1_youth_mj24dagerec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24dagerec",,,,,,,,,,,,
"lssaga1_youth_mj24drec","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj24drec",,,,,,,,,,,,
"lssaga1_youth_tb_tally","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_tb_tally",,,,,,,,,,,,
"lssaga1_youth_al_tally","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_al_tally",,,,,,,,,,,,
"lssaga1_youth_mj_tally","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_mj_tally",,,,,,,,,,,,
"lssaga1_youth_skip","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_skip",,,,,,,,,,,,
"lssaga1_youth_typeinter2","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_typeinter2",,,,,,,,,,,,
"lssaga1_youth_end1","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_end1",,,,,,,,,,,,
"lssaga1_youth_unnamed_1480","limesurvey_ssaga_part_1_youth",,"text","lssaga1_youth_unnamed_1480",,,,,,,,,,,,
"lssaga2_youth_subject_id","limesurvey_ssaga_part_2_youth","Edit these fields to correct subject/visit assignment (leave empty to keep ID and date as contained in Record ID above)","text","Subject ID",,,,,,,,,,,,
"lssaga2_youth_date","limesurvey_ssaga_part_2_youth",,"text","Collection Date",,,,,,,,,,,,
"lssaga2_youth_exclude","limesurvey_ssaga_part_2_youth",,"yesno","Exclude this record?",,"Setting this to ""Yes"" will exclude this record from the compiled dataset",,,,,,,,,,
"lssaga2_youth_exclude_reason","limesurvey_ssaga_part_2_youth",,"notes","Why is this record being excluded?",,,,,,,"[lssaga2_youth_exclude] = '1'","y",,,,
"lssaga2_youth_survey_id","limesurvey_ssaga_part_2_youth","Administrative Fields","text","Survey Type ID",,,"number",,,,,,,,,
"lssaga2_youth_id","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_id",,,,,,,,,,,,
"lssaga2_youth_completed","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_completed",,,,,,,,,,,,
"lssaga2_youth_last_page_seen","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_last_page_seen",,,,,,,,,,,,
"lssaga2_youth_start_language","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_start_language",,,,,,,,,,,,
"lssaga2_youth_token","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_token",,,,,,,,,,,,
"lssaga2_youth_age","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_age",,,,,,,,,,,,
"lssaga2_youth_al1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_al1",,,,,,,,,,,,
"lssaga2_youth_al1a","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_al1a",,,,,,,,,,,,
"lssaga2_youth_dm1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dm1",,,,,,,,,,,,
"lssaga2_youth_tb3","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_tb3",,,,,,,,,,,,
"lssaga2_youth_al6","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_al6",,,,,,,,,,,,
"lssaga2_youth_mj1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_mj1",,,,,,,,,,,,
"lssaga2_youth_dm14c","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dm14c",,,,,,,,,,,,
"lssaga2_youth_versnum","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_versnum",,,,,,,,,,,,
"lssaga2_youth_typeinter","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_typeinter",,,,,,,,,,,,
"lssaga2_youth_tb1d","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_tb1d",,,,,,,,,,,,
"lssaga2_youth_dr1_text","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_text",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_1",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_2","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_2",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_3","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_3",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_4","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_4",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_5","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_5",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_6","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_6",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_7","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_7",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_8","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_8",,,,,,,,,,,,
"lssaga2_youth_dr1_dr1_9","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1_dr1_9",,,,,,,,,,,,
"lssaga2_youth_dr1a_1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1a_1",,,,,,,,,,,,
"lssaga2_youth_dr1bageons_1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1bageons_1",,,,,,,,,,,,
"lssaga2_youth_dr1bons_1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1bons_1",,,,,,,,,,,,
"lssaga2_youth_dr1bagerec_1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1bagerec_1",,,,,,,,,,,,
"lssaga2_youth_dr1brec_1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1brec_1",,,,,,,,,,,,
"lssaga2_youth_dr1c_1","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1c_1",,,,,,,,,,,,
"lssaga2_youth_dr1a_2","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1a_2",,,,,,,,,,,,
"lssaga2_youth_dr1bageons_2","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1bageons_2",,,,,,,,,,,,
"lssaga2_youth_dr1bons_2","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1bons_2",,,,,,,,,,,,
"lssaga2_youth_dr1bagerec_2","limesurvey_ssaga_part_2_youth",,"text","lssaga2_youth_dr1bagerec_2",,,,,,,,,,,,
